t,f,m,y,l,r,RateOfProductionByTechnologyByMode
LNDWAT,WTREVT,1,2033,S12,RE1,9.6202
LNDWAT,WTREVT,1,2034,S12,RE1,9.5171
LNDWAT,WTREVT,1,2035,S12,RE1,9.3727
LNDWAT,WTRGWT,1,2020,S12,RE1,1.999
LNDWAT,WTRGWT,1,2021,S12,RE1,0.0
LNDWAT,WTRGWT,1,2022,S12,RE1,0.0
LNDWAT,WTRGWT,1,2023,S12,RE1,0.0
LNDWAT,WTRGWT,1,2024,S12,RE1,0.1769
LNDWAT,WTRGWT,1,2025,S12,RE1,0.5126
LNDWAT,WTRGWT,1,2026,S12,RE1,2.0017
LNDWAT,WTRGWT,1,2027,S12,RE1,2.0017
LNDWAT,WTRGWT,1,2028,S12,RE1,2.0017
LNDWAT,WTRGWT,1,2029,S12,RE1,2.0017
LNDWAT,WTRGWT,1,2030,S12,RE1,2.0017
LNDWAT,WTRGWT,1,2031,S12,RE1,1.9812
LNDWAT,WTRGWT,1,2032,S12,RE1,1.9527
LNDWAT,WTRGWT,1,2033,S12,RE1,1.924
LNDWAT,WTRGWT,1,2034,S12,RE1,1.9034
LNDWAT,WTRGWT,1,2035,S12,RE1,1.8745
LNDWAT,WTRRUN,1,2020,S12,RE1,17.9909
LNDWAT,WTRRUN,1,2021,S12,RE1,0.0
LNDWAT,WTRRUN,1,2022,S12,RE1,0.0
LNDWAT,WTRRUN,1,2023,S12,RE1,0.0
LNDWAT,WTRRUN,1,2024,S12,RE1,1.5924
LNDWAT,WTRRUN,1,2025,S12,RE1,4.6133
LNDWAT,WTRRUN,1,2026,S12,RE1,18.0151
LNDWAT,WTRRUN,1,2027,S12,RE1,18.0151
LNDWAT,WTRRUN,1,2028,S12,RE1,18.0151
LNDWAT,WTRRUN,1,2029,S12,RE1,18.0151
LNDWAT,WTRRUN,1,2030,S12,RE1,18.0151
LNDWAT,WTRRUN,1,2031,S12,RE1,17.8309
LNDWAT,WTRRUN,1,2032,S12,RE1,17.5739
LNDWAT,WTRRUN,1,2033,S12,RE1,17.3164
LNDWAT,WTRRUN,1,2034,S12,RE1,17.1307
LNDWAT,WTRRUN,1,2035,S12,RE1,16.8709
MINCOA,COA,1,2020,S12,RE1,328.7281
MINCOA,COA,1,2021,S12,RE1,363.3372
MINCOA,COA,1,2022,S12,RE1,378.432
MINCOA,COA,1,2023,S12,RE1,378.432
MINCOA,COA,1,2024,S12,RE1,378.432
MINCOA,COA,1,2025,S12,RE1,378.432
MINCOA,COA,1,2026,S12,RE1,378.432
MINCOA,COA,1,2027,S12,RE1,378.432
MINCOA,COA,1,2028,S12,RE1,378.432
MINCOA,COA,1,2029,S12,RE1,378.432
MINCOA,COA,1,2030,S12,RE1,20.2731
MINCOA,COA,1,2031,S12,RE1,20.2731
MINCOA,COA,1,2032,S12,RE1,20.2731
MINCOA,COA,1,2033,S12,RE1,20.2731
MINCOA,COA,1,2034,S12,RE1,20.2731
MINCOA,COA,1,2035,S12,RE1,20.2731
MINGAS,GAS,1,2020,S12,RE1,0.0
MINGAS,GAS,1,2021,S12,RE1,0.0
MINGAS,GAS,1,2022,S12,RE1,18.728
MINGAS,GAS,1,2023,S12,RE1,49.3984
MINGAS,GAS,1,2024,S12,RE1,79.9673
MINGAS,GAS,1,2025,S12,RE1,112.4366
MINGAS,GAS,1,2026,S12,RE1,148.6302
MINGAS,GAS,1,2027,S12,RE1,184.8358
MINGAS,GAS,1,2028,S12,RE1,222.9454
MINGAS,GAS,1,2029,S12,RE1,264.8004
MINGAS,GAS,1,2030,S12,RE1,547.275
MINGAS,GAS,1,2031,S12,RE1,592.5728
MINGAS,GAS,1,2032,S12,RE1,641.6184
MINGAS,GAS,1,2033,S12,RE1,692.5487
MINGAS,GAS,1,2034,S12,RE1,747.2292
MINGAS,GAS,1,2035,S12,RE1,803.7994
PWRCOA,ELC001,1,2020,S12,RE1,109.576
PWRCOA,ELC001,1,2021,S12,RE1,121.1124
PWRCOA,ELC001,1,2022,S12,RE1,126.144
PWRCOA,ELC001,1,2023,S12,RE1,126.144
PWRCOA,ELC001,1,2024,S12,RE1,126.144
PWRCOA,ELC001,1,2025,S12,RE1,126.144
PWRCOA,ELC001,1,2026,S12,RE1,126.144
PWRCOA,ELC001,1,2027,S12,RE1,126.144
PWRCOA,ELC001,1,2028,S12,RE1,126.144
PWRCOA,ELC001,1,2029,S12,RE1,126.144
PWRCOA,ELC001,1,2030,S12,RE1,6.7577
PWRCOA,ELC001,1,2031,S12,RE1,6.7577
PWRCOA,ELC001,1,2032,S12,RE1,6.7577
PWRCOA,ELC001,1,2033,S12,RE1,6.7577
PWRCOA,ELC001,1,2034,S12,RE1,6.7577
PWRCOA,ELC001,1,2035,S12,RE1,6.7577
PWRGAS,ELC001,1,2020,S12,RE1,0.0
PWRGAS,ELC001,1,2021,S12,RE1,0.0
PWRGAS,ELC001,1,2022,S12,RE1,9.364
PWRGAS,ELC001,1,2023,S12,RE1,24.6992
PWRGAS,ELC001,1,2024,S12,RE1,39.9837
PWRGAS,ELC001,1,2025,S12,RE1,56.2183
PWRGAS,ELC001,1,2026,S12,RE1,74.3151
PWRGAS,ELC001,1,2027,S12,RE1,92.4179
PWRGAS,ELC001,1,2028,S12,RE1,111.4727
PWRGAS,ELC001,1,2029,S12,RE1,132.4002
PWRGAS,ELC001,1,2030,S12,RE1,273.6375
PWRGAS,ELC001,1,2031,S12,RE1,296.2864
PWRGAS,ELC001,1,2032,S12,RE1,320.8092
PWRGAS,ELC001,1,2033,S12,RE1,346.2744
PWRGAS,ELC001,1,2034,S12,RE1,373.6146
PWRGAS,ELC001,1,2035,S12,RE1,401.8997
PWRHYD,ELC001,1,2020,S12,RE1,28.3824
PWRHYD,ELC001,1,2021,S12,RE1,28.3824
PWRHYD,ELC001,1,2022,S12,RE1,28.3824
PWRHYD,ELC001,1,2023,S12,RE1,28.3824
PWRHYD,ELC001,1,2024,S12,RE1,28.3824
PWRHYD,ELC001,1,2025,S12,RE1,28.3824
PWRHYD,ELC001,1,2026,S12,RE1,28.3824
PWRHYD,ELC001,1,2027,S12,RE1,28.3824
PWRHYD,ELC001,1,2028,S12,RE1,28.3824
PWRHYD,ELC001,1,2029,S12,RE1,28.3824
PWRHYD,ELC001,1,2030,S12,RE1,28.3824
PWRHYD,ELC001,1,2031,S12,RE1,28.3824
PWRHYD,ELC001,1,2032,S12,RE1,28.3824
PWRHYD,ELC001,1,2033,S12,RE1,28.3824
PWRHYD,ELC001,1,2034,S12,RE1,28.3824
PWRHYD,ELC001,1,2035,S12,RE1,28.3824
PWRSOL,ELC002,1,2020,S12,RE1,0.6307
PWRSOL,ELC002,1,2021,S12,RE1,0.6307
PWRSOL,ELC002,1,2022,S12,RE1,0.6307
PWRSOL,ELC002,1,2023,S12,RE1,0.6307
PWRSOL,ELC002,1,2024,S12,RE1,0.6307
PWRSOL,ELC002,1,2025,S12,RE1,0.6307
PWRSOL,ELC002,1,2026,S12,RE1,0.6307
PWRSOL,ELC002,1,2027,S12,RE1,0.6307
PWRSOL,ELC002,1,2028,S12,RE1,0.6307
PWRSOL,ELC002,1,2029,S12,RE1,0.6307
PWRSOL,ELC002,1,2030,S12,RE1,0.6307
PWRSOL,ELC002,1,2031,S12,RE1,0.6307
PWRSOL,ELC002,1,2032,S12,RE1,0.6307
PWRSOL,ELC002,1,2033,S12,RE1,0.6307
PWRSOL,ELC002,1,2034,S12,RE1,0.6307
PWRSOL,ELC002,1,2035,S12,RE1,0.6307
PWRTRN,ELC002,1,2020,S12,RE1,137.3604
PWRTRN,ELC002,1,2021,S12,RE1,147.7431
PWRTRN,ELC002,1,2022,S12,RE1,160.6991
PWRTRN,ELC002,1,2023,S12,RE1,174.5008
PWRTRN,ELC002,1,2024,S12,RE1,188.2569
PWRTRN,ELC002,1,2025,S12,RE1,202.868
PWRTRN,ELC002,1,2026,S12,RE1,219.1552
PWRTRN,ELC002,1,2027,S12,RE1,235.4476
PWRTRN,ELC002,1,2028,S12,RE1,252.5971
PWRTRN,ELC002,1,2029,S12,RE1,271.4317
PWRTRN,ELC002,1,2030,S12,RE1,291.0977
PWRTRN,ELC002,1,2031,S12,RE1,311.4816
PWRTRN,ELC002,1,2032,S12,RE1,333.5522
PWRTRN,ELC002,1,2033,S12,RE1,356.4708
PWRTRN,ELC002,1,2034,S12,RE1,381.077
PWRTRN,ELC002,1,2035,S12,RE1,406.5337
PWRWND,ELC001,1,2020,S12,RE1,14.6642
PWRWND,ELC001,1,2021,S12,RE1,14.6642
PWRWND,ELC001,1,2022,S12,RE1,14.6642
PWRWND,ELC001,1,2023,S12,RE1,14.6642
PWRWND,ELC001,1,2024,S12,RE1,14.6642
PWRWND,ELC001,1,2025,S12,RE1,14.6642
PWRWND,ELC001,1,2026,S12,RE1,14.6642
PWRWND,ELC001,1,2027,S12,RE1,14.6642
PWRWND,ELC001,1,2028,S12,RE1,14.6642
PWRWND,ELC001,1,2029,S12,RE1,14.6642
PWRWND,ELC001,1,2030,S12,RE1,14.6642
PWRWND,ELC001,1,2031,S12,RE1,14.6642
PWRWND,ELC001,1,2032,S12,RE1,14.6642
PWRWND,ELC001,1,2033,S12,RE1,14.6642
PWRWND,ELC001,1,2034,S12,RE1,14.6642
PWRWND,ELC001,1,2035,S12,RE1,14.6642
RSCHYD,HYD,1,2020,S12,RE1,28.3824
RSCHYD,HYD,1,2021,S12,RE1,28.3824
RSCHYD,HYD,1,2022,S12,RE1,28.3824
RSCHYD,HYD,1,2023,S12,RE1,28.3824
RSCHYD,HYD,1,2024,S12,RE1,28.3824
RSCHYD,HYD,1,2025,S12,RE1,28.3824
RSCHYD,HYD,1,2026,S12,RE1,28.3824
RSCHYD,HYD,1,2027,S12,RE1,28.3824
RSCHYD,HYD,1,2028,S12,RE1,28.3824
RSCHYD,HYD,1,2029,S12,RE1,28.3824
RSCHYD,HYD,1,2030,S12,RE1,28.3824
RSCHYD,HYD,1,2031,S12,RE1,28.3824
RSCHYD,HYD,1,2032,S12,RE1,28.3824
RSCHYD,HYD,1,2033,S12,RE1,28.3824
RSCHYD,HYD,1,2034,S12,RE1,28.3824
RSCHYD,HYD,1,2035,S12,RE1,28.3824
RSCHYD,WTRSUR,1,2020,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2021,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2022,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2023,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2024,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2025,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2026,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2027,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2028,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2029,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2030,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2031,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2032,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2033,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2034,S12,RE1,81.0926
RSCHYD,WTRSUR,1,2035,S12,RE1,81.0926
RSCLND,LND,1,2020,S12,RE1,300.0
RSCLND,LND,1,2021,S12,RE1,299.4048
RSCLND,LND,1,2022,S12,RE1,299.4048
RSCLND,LND,1,2023,S12,RE1,299.4048
RSCLND,LND,1,2024,S12,RE1,299.4048
RSCLND,LND,1,2025,S12,RE1,299.4048
RSCLND,LND,1,2026,S12,RE1,300.0
RSCLND,LND,1,2027,S12,RE1,300.0
RSCLND,LND,1,2028,S12,RE1,300.0
RSCLND,LND,1,2029,S12,RE1,300.0
RSCLND,LND,1,2030,S12,RE1,300.0
RSCLND,LND,1,2031,S12,RE1,300.0
RSCLND,LND,1,2032,S12,RE1,300.0
RSCLND,LND,1,2033,S12,RE1,300.0
RSCLND,LND,1,2034,S12,RE1,300.0
RSCLND,LND,1,2035,S12,RE1,300.0
RSCPRC,WTRPRC,1,2020,S12,RE1,360.0
RSCPRC,WTRPRC,1,2021,S12,RE1,318.1754
RSCPRC,WTRPRC,1,2022,S12,RE1,306.2402
RSCPRC,WTRPRC,1,2023,S12,RE1,294.424
RSCPRC,WTRPRC,1,2024,S12,RE1,285.1456
RSCPRC,WTRPRC,1,2025,S12,RE1,278.3959
RSCPRC,WTRPRC,1,2026,S12,RE1,360.0
RSCPRC,WTRPRC,1,2027,S12,RE1,360.0
RSCPRC,WTRPRC,1,2028,S12,RE1,360.0
RSCPRC,WTRPRC,1,2029,S12,RE1,360.0
RSCPRC,WTRPRC,1,2030,S12,RE1,360.0
RSCPRC,WTRPRC,1,2031,S12,RE1,360.0
RSCPRC,WTRPRC,1,2032,S12,RE1,360.0
RSCPRC,WTRPRC,1,2033,S12,RE1,360.0
RSCPRC,WTRPRC,1,2034,S12,RE1,360.0
RSCPRC,WTRPRC,1,2035,S12,RE1,360.0
RSCSOL,SOL,1,2020,S12,RE1,0.6307
RSCSOL,SOL,1,2021,S12,RE1,0.6307
RSCSOL,SOL,1,2022,S12,RE1,0.6307
RSCSOL,SOL,1,2023,S12,RE1,0.6307
RSCSOL,SOL,1,2024,S12,RE1,0.6307
RSCSOL,SOL,1,2025,S12,RE1,0.6307
RSCSOL,SOL,1,2026,S12,RE1,0.6307
RSCSOL,SOL,1,2027,S12,RE1,0.6307
RSCSOL,SOL,1,2028,S12,RE1,0.6307
RSCSOL,SOL,1,2029,S12,RE1,0.6307
RSCSOL,SOL,1,2030,S12,RE1,0.6307
RSCSOL,SOL,1,2031,S12,RE1,0.6307
RSCSOL,SOL,1,2032,S12,RE1,0.6307
RSCSOL,SOL,1,2033,S12,RE1,0.6307
RSCSOL,SOL,1,2034,S12,RE1,0.6307
RSCSOL,SOL,1,2035,S12,RE1,0.6307
RSCWND,WND,1,2020,S12,RE1,14.6642
RSCWND,WND,1,2021,S12,RE1,14.6642
RSCWND,WND,1,2022,S12,RE1,14.6642
RSCWND,WND,1,2023,S12,RE1,14.6642
RSCWND,WND,1,2024,S12,RE1,14.6642
RSCWND,WND,1,2025,S12,RE1,14.6642
RSCWND,WND,1,2026,S12,RE1,14.6642
RSCWND,WND,1,2027,S12,RE1,14.6642
RSCWND,WND,1,2028,S12,RE1,14.6642
RSCWND,WND,1,2029,S12,RE1,14.6642
RSCWND,WND,1,2030,S12,RE1,14.6642
RSCWND,WND,1,2031,S12,RE1,14.6642
RSCWND,WND,1,2032,S12,RE1,14.6642
RSCWND,WND,1,2033,S12,RE1,14.6642
RSCWND,WND,1,2034,S12,RE1,14.6642
RSCWND,WND,1,2035,S12,RE1,14.6642
UPSWTRSUR,WTRSUR,1,2020,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2021,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2022,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2023,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2024,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2025,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2026,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2027,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2028,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2029,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2030,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2031,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2032,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2033,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2034,S12,RE1,0.0
UPSWTRSUR,WTRSUR,1,2035,S12,RE1,0.0
DEMAGRDSL,AGRDSL,1,2020,S21,RE1,2.0298
DEMAGRDSL,AGRDSL,1,2021,S21,RE1,2.1353
DEMAGRDSL,AGRDSL,1,2022,S21,RE1,2.2212
DEMAGRDSL,AGRDSL,1,2023,S21,RE1,2.3064
DEMAGRDSL,AGRDSL,1,2024,S21,RE1,2.3932
DEMAGRDSL,AGRDSL,1,2025,S21,RE1,2.4916
DEMAGRDSL,AGRDSL,1,2026,S21,RE1,2.5788
DEMAGRDSL,AGRDSL,1,2027,S21,RE1,2.6672
DEMAGRDSL,AGRDSL,1,2028,S21,RE1,2.7676
DEMAGRDSL,AGRDSL,1,2029,S21,RE1,2.8684
DEMAGRDSL,AGRDSL,1,2030,S21,RE1,2.9704
DEMAGRDSL,AGRDSL,1,2031,S21,RE1,3.0468
DEMAGRDSL,AGRDSL,1,2032,S21,RE1,3.1236
DEMAGRDSL,AGRDSL,1,2033,S21,RE1,3.2009
DEMAGRDSL,AGRDSL,1,2034,S21,RE1,3.2782
DEMAGRDSL,AGRDSL,1,2035,S21,RE1,3.3571
DEMAGRGWTWAT,AGRWAT,1,2020,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2021,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2022,S21,RE1,0.1163
DEMAGRGWTWAT,AGRWAT,1,2023,S21,RE1,0.245
DEMAGRGWTWAT,AGRWAT,1,2024,S21,RE1,0.21
DEMAGRGWTWAT,AGRWAT,1,2025,S21,RE1,0.175
DEMAGRGWTWAT,AGRWAT,1,2026,S21,RE1,0.14
DEMAGRGWTWAT,AGRWAT,1,2027,S21,RE1,0.105
DEMAGRGWTWAT,AGRWAT,1,2028,S21,RE1,0.07
DEMAGRGWTWAT,AGRWAT,1,2029,S21,RE1,0.035
DEMAGRGWTWAT,AGRWAT,1,2030,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2031,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2032,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2033,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2034,S21,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2035,S21,RE1,0.0
DEMAGRSURWAT,AGRWAT,1,2020,S21,RE1,0.3494
DEMAGRSURWAT,AGRWAT,1,2021,S21,RE1,0.5081
DEMAGRSURWAT,AGRWAT,1,2022,S21,RE1,0.56
DEMAGRSURWAT,AGRWAT,1,2023,S21,RE1,0.5988
DEMAGRSURWAT,AGRWAT,1,2024,S21,RE1,0.8026
DEMAGRSURWAT,AGRWAT,1,2025,S21,RE1,1.0137
DEMAGRSURWAT,AGRWAT,1,2026,S21,RE1,1.2178
DEMAGRSURWAT,AGRWAT,1,2027,S21,RE1,1.4225
DEMAGRSURWAT,AGRWAT,1,2028,S21,RE1,1.6348
DEMAGRSURWAT,AGRWAT,1,2029,S21,RE1,1.8479
DEMAGRSURWAT,AGRWAT,1,2030,S21,RE1,2.0612
DEMAGRSURWAT,AGRWAT,1,2031,S21,RE1,2.1128
DEMAGRSURWAT,AGRWAT,1,2032,S21,RE1,2.1649
DEMAGRSURWAT,AGRWAT,1,2033,S21,RE1,2.2173
DEMAGRSURWAT,AGRWAT,1,2034,S21,RE1,2.2698
DEMAGRSURWAT,AGRWAT,1,2035,S21,RE1,2.3233
DEMPUBGWTWAT,PUBWAT,1,2020,S21,RE1,0.6534
DEMPUBGWTWAT,PUBWAT,1,2021,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2022,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2023,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2024,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2025,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2026,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2027,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2028,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2029,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2030,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2031,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2032,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2033,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2034,S21,RE1,0.664
DEMPUBGWTWAT,PUBWAT,1,2035,S21,RE1,0.664
DEMPUBSURWAT,PUBWAT,1,2020,S21,RE1,0.664
DEMPUBSURWAT,PUBWAT,1,2021,S21,RE1,0.7464
DEMPUBSURWAT,PUBWAT,1,2022,S21,RE1,0.8448
DEMPUBSURWAT,PUBWAT,1,2023,S21,RE1,0.9458
DEMPUBSURWAT,PUBWAT,1,2024,S21,RE1,1.0508
DEMPUBSURWAT,PUBWAT,1,2025,S21,RE1,1.1611
DEMPUBSURWAT,PUBWAT,1,2026,S21,RE1,1.2754
DEMPUBSURWAT,PUBWAT,1,2027,S21,RE1,1.3938
DEMPUBSURWAT,PUBWAT,1,2028,S21,RE1,1.5187
DEMPUBSURWAT,PUBWAT,1,2029,S21,RE1,1.6477
DEMPUBSURWAT,PUBWAT,1,2030,S21,RE1,1.7833
DEMPUBSURWAT,PUBWAT,1,2031,S21,RE1,1.9242
DEMPUBSURWAT,PUBWAT,1,2032,S21,RE1,2.0704
DEMPUBSURWAT,PUBWAT,1,2033,S21,RE1,2.2233
DEMPUBSURWAT,PUBWAT,1,2034,S21,RE1,2.3828
DEMPUBSURWAT,PUBWAT,1,2035,S21,RE1,2.5502
DEMPWRSURWAT,PWRWAT,1,2020,S21,RE1,0.0406
DEMPWRSURWAT,PWRWAT,1,2021,S21,RE1,0.0434
DEMPWRSURWAT,PWRWAT,1,2022,S21,RE1,0.047
DEMPWRSURWAT,PWRWAT,1,2023,S21,RE1,0.0516
DEMPWRSURWAT,PWRWAT,1,2024,S21,RE1,0.0562
DEMPWRSURWAT,PWRWAT,1,2025,S21,RE1,0.0615
DEMPWRSURWAT,PWRWAT,1,2026,S21,RE1,0.071
DEMPWRSURWAT,PWRWAT,1,2027,S21,RE1,0.0769
DEMPWRSURWAT,PWRWAT,1,2028,S21,RE1,0.083
DEMPWRSURWAT,PWRWAT,1,2029,S21,RE1,0.0898
DEMPWRSURWAT,PWRWAT,1,2030,S21,RE1,0.0945
DEMPWRSURWAT,PWRWAT,1,2031,S21,RE1,0.1018
DEMPWRSURWAT,PWRWAT,1,2032,S21,RE1,0.1098
DEMPWRSURWAT,PWRWAT,1,2033,S21,RE1,0.1182
DEMPWRSURWAT,PWRWAT,1,2034,S21,RE1,0.127
DEMPWRSURWAT,PWRWAT,1,2035,S21,RE1,0.1363
DEMTRABIO,TRABIO,1,2020,S21,RE1,9.9997
DEMTRABIO,TRABIO,1,2021,S21,RE1,10.3002
DEMTRABIO,TRABIO,1,2022,S21,RE1,10.5998
DEMTRABIO,TRABIO,1,2023,S21,RE1,10.9003
DEMTRABIO,TRABIO,1,2024,S21,RE1,11.1999
DEMTRABIO,TRABIO,1,2025,S21,RE1,11.5999
DEMTRABIO,TRABIO,1,2026,S21,RE1,11.9004
DEMTRABIO,TRABIO,1,2027,S21,RE1,12.2
DEMTRABIO,TRABIO,1,2028,S21,RE1,12.6001
DEMTRABIO,TRABIO,1,2029,S21,RE1,13.0001
DEMTRABIO,TRABIO,1,2030,S21,RE1,13.4002
DEMTRABIO,TRABIO,1,2031,S21,RE1,13.8002
DEMTRABIO,TRABIO,1,2032,S21,RE1,14.2003
DEMTRABIO,TRABIO,1,2033,S21,RE1,14.6004
DEMTRABIO,TRABIO,1,2034,S21,RE1,15.0004
DEMTRABIO,TRABIO,1,2035,S21,RE1,15.3996
LNDBLT,LBLT,1,2020,S21,RE1,15.0
LNDBLT,LBLT,1,2021,S21,RE1,15.2
LNDBLT,LBLT,1,2022,S21,RE1,15.3
LNDBLT,LBLT,1,2023,S21,RE1,15.5
LNDBLT,LBLT,1,2024,S21,RE1,15.6
LNDBLT,LBLT,1,2025,S21,RE1,15.8
LNDBLT,LBLT,1,2026,S21,RE1,15.9
LNDBLT,LBLT,1,2027,S21,RE1,16.1
LNDBLT,LBLT,1,2028,S21,RE1,16.2
LNDBLT,LBLT,1,2029,S21,RE1,16.4
LNDBLT,LBLT,1,2030,S21,RE1,16.6
LNDBLT,LBLT,1,2031,S21,RE1,16.7
LNDBLT,LBLT,1,2032,S21,RE1,16.9
LNDBLT,LBLT,1,2033,S21,RE1,17.1
LNDBLT,LBLT,1,2034,S21,RE1,17.2
LNDBLT,LBLT,1,2035,S21,RE1,17.4
LNDBLT,WTREVT,1,2020,S21,RE1,11.25
LNDBLT,WTREVT,1,2021,S21,RE1,11.4
LNDBLT,WTREVT,1,2022,S21,RE1,11.475
LNDBLT,WTREVT,1,2023,S21,RE1,11.625
LNDBLT,WTREVT,1,2024,S21,RE1,11.7
LNDBLT,WTREVT,1,2025,S21,RE1,11.85
LNDBLT,WTREVT,1,2026,S21,RE1,11.925
LNDBLT,WTREVT,1,2027,S21,RE1,12.075
LNDBLT,WTREVT,1,2028,S21,RE1,12.15
LNDBLT,WTREVT,1,2029,S21,RE1,12.3
LNDBLT,WTREVT,1,2030,S21,RE1,12.45
LNDBLT,WTREVT,1,2031,S21,RE1,12.525
LNDBLT,WTREVT,1,2032,S21,RE1,12.675
LNDBLT,WTREVT,1,2033,S21,RE1,12.825
LNDBLT,WTREVT,1,2034,S21,RE1,12.9
LNDBLT,WTREVT,1,2035,S21,RE1,13.05
LNDBLT,WTRGWT,1,2020,S21,RE1,0.6
LNDBLT,WTRGWT,1,2021,S21,RE1,0.608
LNDBLT,WTRGWT,1,2022,S21,RE1,0.612
LNDBLT,WTRGWT,1,2023,S21,RE1,0.62
LNDBLT,WTRGWT,1,2024,S21,RE1,0.624
LNDBLT,WTRGWT,1,2025,S21,RE1,0.632
LNDBLT,WTRGWT,1,2026,S21,RE1,0.636
LNDBLT,WTRGWT,1,2027,S21,RE1,0.644
LNDBLT,WTRGWT,1,2028,S21,RE1,0.648
LNDBLT,WTRGWT,1,2029,S21,RE1,0.656
LNDBLT,WTRGWT,1,2030,S21,RE1,0.664
LNDBLT,WTRGWT,1,2031,S21,RE1,0.668
LNDBLT,WTRGWT,1,2032,S21,RE1,0.676
LNDBLT,WTRGWT,1,2033,S21,RE1,0.684
LNDBLT,WTRGWT,1,2034,S21,RE1,0.688
LNDBLT,WTRGWT,1,2035,S21,RE1,0.696
LNDBLT,WTRRUN,1,2020,S21,RE1,6.15
LNDBLT,WTRRUN,1,2021,S21,RE1,6.232
LNDBLT,WTRRUN,1,2022,S21,RE1,6.273
LNDBLT,WTRRUN,1,2023,S21,RE1,6.355
LNDBLT,WTRRUN,1,2024,S21,RE1,6.396
LNDBLT,WTRRUN,1,2025,S21,RE1,6.478
LNDBLT,WTRRUN,1,2026,S21,RE1,6.519
LNDBLT,WTRRUN,1,2027,S21,RE1,6.601
LNDBLT,WTRRUN,1,2028,S21,RE1,6.642
LNDBLT,WTRRUN,1,2029,S21,RE1,6.724
LNDBLT,WTRRUN,1,2030,S21,RE1,6.806
LNDBLT,WTRRUN,1,2031,S21,RE1,6.847
LNDBLT,WTRRUN,1,2032,S21,RE1,6.929
LNDBLT,WTRRUN,1,2033,S21,RE1,7.011
LNDBLT,WTRRUN,1,2034,S21,RE1,7.052
LNDBLT,WTRRUN,1,2035,S21,RE1,7.134
LNDFOR,LFOR,1,2020,S21,RE1,253.6
LNDFOR,LFOR,1,2021,S21,RE1,243.6
LNDFOR,LFOR,1,2022,S21,RE1,233.6
LNDFOR,LFOR,1,2023,S21,RE1,223.6
LNDFOR,LFOR,1,2024,S21,RE1,213.6
LNDFOR,LFOR,1,2025,S21,RE1,203.6
LNDFOR,LFOR,1,2026,S21,RE1,252.9324
LNDFOR,LFOR,1,2027,S21,RE1,252.773
LNDFOR,LFOR,1,2028,S21,RE1,252.6889
